event_id	start_step	end_step	event_type	timeline_type	label	module_id	participant_ids	related_object_id	related_conflict_id	intensity	direction	description
OBSA05	45	48	followup	followup	運動枠の順番の追跡観測	exercise_area	ISS06;ISS08		CONF05	0.05	余韻観察↑ 距離測定↑	運動枠の順番のあと、次の運動準備や移動時に短い再接触、回避、沈黙のどれが出るかを観測する。会話の成否は指定しない。
CONF13	49	50	conflict	conflict	食事準備の遠慮	common_area	ISS13;ISS15			0.44	遠慮↑ 速度差↑	Sitiが食事準備を引き受けすぎ、Amaraの速い提案が休む余地を狭めるように伝わる。
OBSA13	51	52	followup	followup	食事準備の遠慮の追跡観測	common_area	ISS13;ISS15		CONF13	0.05	余韻観察↑ 距離測定↑	食事準備の遠慮のあと、同じ作業圏で短い再接触が起きるかを観測する。会話の成否は指定しない。
CONF06	52	55	conflict	conflict	規律と自律	common_area	ISS18;ISS08			0.64	命令感↑ 反発↑	規律を重んじる声かけが、評価に敏感な相手には命令として響く。
OBSA06	56	59	followup	followup	規律と自律の追跡観測	common_area	ISS18;ISS08		CONF06	0.05	余韻観察↑ 距離測定↑	規律と自律の衝突のあと、同じ作業手順で再接触が起きるかを観測する。会話の成否は指定しない。
CONF11	60	62	conflict	conflict	技術説明の距離	common_area	ISS10;ISS12			0.48	説明過多↑ 置いていかれ感↑	Raviの善意ある技術説明が、Tariqには抽象的で急ぎすぎる説明として伝わる。
BASE04	61	80	baseline	baseline	後半再調整					0.5	距離測定↑ 気遣い疲れ↑	共同ルールと休息配分を見直し、近づける関係と固定化する距離が分かれる。
OBSA11	63	65	followup	followup	技術説明の距離の追跡観測	common_area	ISS10;ISS12		CONF11	0.05	余韻観察↑ 距離測定↑	技術説明の行き違いのあと、短い手順確認や回避がどう出るかを観測する。会話の成否は指定しない。
CONF07	64	67	conflict	conflict	文字ルールの置き去り	common_area	ISS12;ISS17			0.54	疎外感↑ 説明摩擦↑	数値や文字で整理する運用が、文字に慣れない人には置き去りとして伝わる。
OBSA07	68	71	followup	followup	文字ルールの置き去りの追跡観測	common_area	ISS12;ISS17		CONF07	0.05	余韻観察↑ 距離測定↑	文字ルールの置き去りのあと、作業確認や沈黙がどう出るかを観測する。会話の成否は指定しない。
CONF08	73	76	conflict	conflict	ケア役の偏り	common_area	ISS16;ISS14			0.56	援助疲れ↑ 役割固定↑	支える人が支えられる側になれず、励ましの言葉が負担として響く。
OBSA08	77	80	followup	followup	ケア役の偏りの追跡観測	common_area	ISS16;ISS14		CONF08	0.05	余韻観察↑ 距離測定↑	ケア役の偏りのあと、支援依頼や回避がどう出るかを観測する。会話の成否は指定しない。
BASE05	81	100	baseline	baseline	帰還準備					0.65	緊張↑ 意味づけ↑	帰還が近づき、別れ・評価・地上復帰への不安と感謝が同時に強まる。
CONF12	82	83	conflict	conflict	援助の受け取り	common_area	ISS19;ISS15			0.46	助けたい気持ち↑ 拒否感↑	Karimの静かな援助が、Amaraには自分で立て直す余地を狭める関わりとして伝わる。
OBSA12	84	86	followup	followup	援助の受け取りの追跡観測	common_area	ISS19;ISS15		CONF12	0.05	余韻観察↑ 距離測定↑	援助の受け取りのあと、次の接触が短くなるか遠ざかるかを観測する。会話の成否は指定しない。
CONF09	84	87	conflict	conflict	発信速度の圧	common_area	ISS15;ISS11			0.5	置いていかれ感↑ 回避↑	明るく速い発信が、役割喪失に敏感な相手には圧として伝わる。
OBSA09	88	90	followup	followup	発信速度の圧の追跡観測	common_area	ISS15;ISS11		CONF09	0.05	余韻観察↑ 距離測定↑	発信速度の圧のあと、役割依頼や応答の速さがどう変わるかを観測する。会話の成否は指定しない。
CONF10	91	94	conflict	conflict	帰還前の助言	cupola	ISS08;ISS09			0.76	押しつけ感↑ 言い合い↑	年長者の助言が、緊張している相手には押しつけに聞こえる。
OBSA10	95	100	followup	followup	帰還前の助言の追跡観測	cupola	ISS08;ISS09		CONF10	0.05	余韻観察↑ 距離測定↑	帰還前の助言のあと、同じ二人が次にどの距離で話すかを観測する。会話の成否は指定しない。
